,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
10522,13.79,2319.0,0.0787,7.8,14.21544580709314,591.0,2.0
10524,11.03,2034.0,0.1155,11.5,14.21544580709314,830.5649623727313,2.9
10525,13.79,1356.0,-0.0665,11.1,11.1,457.0,2.7
10526,12.07,2563.0,-0.0564,1.9,1.9,696.0,2.3
10529,18.27,2740.0,-0.2001,3.0,14.21544580709314,150.0,4.5
10530,13.79,1246.0,0.1165,7.8,7.8,591.0,2.1
10531,6.89,1356.0,0.0562,5.6,5.6,432.0,3.5
10532,13.79,2184.0,0.0792,7.8,14.21544580709314,591.0,2.7
10533,10.635065510058652,3070.4877791356516,-0.0237,10.3,10.3,762.0,3.5
10534,6.89,5262.0,0.0353,37.5,37.5,1953.0,2.7
10535,6.89,2306.0,0.0384,8.5,24.6,1778.0,2.5
10537,6.89,3070.4877791356516,-0.0412,3.6,3.6,76.0,8.8
10538,10.635065510058652,1492.0,0.0198,7.8,7.8,591.0,5.0
10539,13.79,2712.0,0.0886,7.7,7.7,457.0,1.5
10540,13.79,3070.4877791356516,-0.0298,1.9,1.9,152.0,7.3
10542,10.635065510058652,1682.0,0.1228,7.7,7.7,457.0,2.2
10544,13.79,3458.0,0.0374,4.7,4.7,318.0,2.9
10546,6.89,3070.4877791356516,0.0267,4.7,14.21544580709314,318.0,6.4
10549,13.79,5588.0,0.0455,4.7,4.7,318.0,2.5
10550,0.91,5249.0,-0.0102,1.0,1.0,152.0,5.1
10551,13.79,925.0,-0.0655,8.589305208096429,7.7,457.0,3.5
10553,6.92,385.0,0.1988,8.589305208096429,96.3,1778.0,1.2
10554,10.635065510058652,1356.0,0.0409,8.589305208096429,7.8,591.0,2.1
10556,11.03,3070.4877791356516,0.0674,11.5,11.5,914.0,2.6
10557,13.79,3070.4877791356516,0.0384,11.1,14.21544580709314,457.0,2.9
10559,6.89,3987.0,-0.0289,10.3,10.3,762.0,3.5
10560,6.94,2807.0,0.0625,6.4,15.9,914.0,2.9
10561,13.79,686.0,-0.0111,11.1,14.21544580709314,457.0,2.1
10562,10.635065510058652,3757.0,-0.0195,10.8,10.8,432.0,5.9
10564,18.96,3070.4877791356516,-0.0443,1.9,1.9,696.0,2.3
10565,13.79,3458.0,0.0243,11.1,11.1,457.0,2.7
10566,13.79,2007.0,-0.1418,11.1,11.1,457.0,7.6
10567,13.79,7500.0,-0.0379,4.7,4.7,318.0,3.9
10568,10.34,6062.0,-0.0614,10.3,10.3,762.0,4.7
10569,6.89,2767.0,-0.0672,12.7,38.1,914.0,6.7
10570,13.79,3070.4877791356516,-0.3273,4.7,4.7,318.0,4.7
10573,13.79,3070.4877791356516,-0.0434,4.7,4.7,318.0,5.0
10574,13.79,1336.0,0.0224,7.8,14.21544580709314,591.0,2.6
10576,6.92,2278.0,0.0945,8.589305208096429,24.6,1778.0,2.5
10577,6.93,3070.4877791356516,0.0069,8.589305208096429,10.8,1727.0,3.0
10578,10.635065510058652,2034.0,0.0005,8.589305208096429,10.8,432.0,4.6
10579,10.635065510058652,2699.0,-0.0344,7.7,7.7,457.0,3.4
10580,13.79,2729.0,0.1331,5.6,14.21544580709314,2134.0,1.3
10582,13.79,3070.4877791356516,0.1233,5.6,15.2,2134.0,1.4
10583,10.635065510058652,1290.0,0.0334,7.7,7.7,457.0,2.5
10585,10.635065510058652,1519.0,0.0032,12.7,42.3,830.5649623727313,3.6
10586,10.34,7893.0,-0.0198,10.3,14.21544580709314,762.0,3.7
10587,3.9,3070.4877791356516,0.0025,10.8,14.21544580709314,432.0,4.4
10588,6.89,746.0,0.1997,12.7,42.3,1778.0,2.1
10589,15.51,1354.0,0.1233,5.6,15.2,2134.0,1.1
10590,6.79,3070.4877791356516,0.0886,10.8,10.8,864.0,3.4
10593,10.34,6212.0,-0.1403,8.589305208096429,10.3,762.0,7.1
10594,11.03,1383.0,0.099,8.589305208096429,11.5,1143.0,2.0
10596,13.79,3070.4877791356516,-0.0158,7.7,7.7,457.0,4.3
10597,10.635065510058652,3472.0,-0.12,1.9,1.9,152.0,4.7
10598,6.86,4043.0,0.1316,10.8,10.8,1727.0,2.9
10599,10.635065510058652,1298.0,0.0788,8.589305208096429,7.8,591.0,2.7
10600,18.96,3648.0,-0.3826,1.9,14.21544580709314,696.0,2.3
10602,6.89,6618.0,-0.0338,10.3,10.3,794.0,6.5
10604,7.14,1316.0,0.1261,4.6,4.6,229.0,3.4
10605,13.79,3070.4877791356516,0.0928,8.589305208096429,7.7,457.0,2.5
10607,15.51,1352.0,0.0847,5.6,15.2,830.5649623727313,1.7
10608,13.79,2306.0,-0.0296,1.9,1.9,152.0,2.3
10610,6.83,3070.4877791356516,0.0117,10.8,10.8,432.0,4.9
10611,11.07,3070.4877791356516,0.0804,9.3,9.3,762.0,2.7
10612,13.79,3119.0,-0.0565,1.9,1.9,152.0,9.3
10613,18.96,2699.0,-0.1536,8.589305208096429,1.9,152.0,4.3
10614,6.79,3070.4877791356516,-0.0412,10.8,10.8,432.0,3.4
10615,13.79,4069.0,0.0409,7.8,7.8,591.0,2.6
10616,15.51,2078.0,-0.0202,1.9,1.9,152.0,2.5
10617,13.79,913.0,0.0674,11.1,14.21544580709314,457.0,2.4
10619,10.34,3070.4877791356516,0.0705,10.3,10.3,762.0,3.3
10620,13.79,5967.0,-0.2001,1.9,1.9,152.0,4.7
10621,10.635065510058652,3070.4877791356516,-0.0158,23.6,33.3,610.0,4.3
10624,13.79,3070.4877791356516,0.1244,8.589305208096429,22.3,2591.0,1.8
10628,6.89,1356.0,-0.0124,23.6,23.6,610.0,3.4
10629,14.0,1614.0,0.1228,10.0,10.0,890.0,1.1
10633,0.1,3070.4877791356516,-0.1434,15.0,120.0,10.0,2.3
10634,15.17,3070.4877791356516,0.1275,8.589305208096429,9.5,1836.0,1.5
10635,7.03,340.0,0.1275,10.5,10.5,864.0,1.6
10636,13.79,1505.0,-0.0635,8.589305208096429,7.8,591.0,4.3
10638,11.03,673.0,-0.0801,5.0,13.3,2134.0,4.1
10639,10.635065510058652,1356.0,0.0896,12.7,42.3,1778.0,3.5
10640,13.79,4964.0,-0.1709,8.589305208096429,4.7,318.0,9.0
10642,6.89,382.0,0.0384,8.589305208096429,96.3,1778.0,2.6
10643,18.96,3784.0,-0.0556,8.589305208096429,14.21544580709314,152.0,5.6
10645,12.07,3070.4877791356516,-0.0305,8.589305208096429,14.21544580709314,152.0,3.6
10647,0.51,2000.0,-0.0331,15.0,120.0,10.0,6.0
10648,13.79,6429.0,-0.0854,4.7,4.7,318.0,4.2
10649,3.45,3825.0,-0.0071,10.3,10.3,762.0,4.5
10650,12.0,4986.0,-0.0431,10.0,10.0,1000.0,4.1
10652,15.51,2984.0,0.0129,1.9,14.21544580709314,830.5649623727313,1.6
10654,13.79,693.0,0.1004,8.589305208096429,7.7,457.0,2.3
10655,10.635065510058652,7975.0,0.0129,4.7,4.7,318.0,2.9
10656,6.93,3070.4877791356516,0.1294,8.589305208096429,5.6,216.0,5.5
10657,13.79,3133.0,-0.1926,1.9,1.9,152.0,6.2
10658,13.79,888.0,0.0854,7.8,7.8,591.0,2.7
10659,13.79,678.0,-0.15,11.1,11.1,457.0,3.5
10660,13.79,1872.0,-0.3209,8.589305208096429,4.7,318.0,3.0
10661,6.79,3070.4877791356516,-0.0415,10.8,10.8,216.0,5.0
10662,6.89,4069.0,0.1696,11.5,11.5,1727.0,4.4
10663,13.79,1709.0,0.0657,4.7,4.7,318.0,2.8
10664,13.79,963.0,-0.2653,7.7,7.7,457.0,5.5
10666,7.0,3730.0,0.0332,8.589305208096429,10.8,830.5649623727313,4.8
10667,13.79,4204.0,0.0206,4.6,14.21544580709314,295.0,3.7
10669,6.86,3070.4877791356516,0.0181,10.8,10.8,432.0,4.5
10670,13.79,3648.0,0.0854,4.7,4.7,318.0,2.3
10671,13.79,673.0,-0.0034,11.1,11.1,830.5649623727313,3.7
10673,12.0,1000.0,0.1404,10.0,10.0,1650.0,1.8
10674,6.83,4069.0,-0.0257,10.8,10.8,864.0,5.3
10675,10.635065510058652,2875.0,0.008,3.0,14.21544580709314,35.0,2.9
10678,13.79,1383.0,0.0238,8.589305208096429,7.7,457.0,2.3
10682,11.03,2740.0,0.0515,8.589305208096429,15.2,2134.0,1.1
10683,10.635065510058652,1885.0,-0.1004,1.9,14.21544580709314,152.0,2.5
10684,18.96,2848.0,-0.0918,8.589305208096429,1.9,152.0,5.6
10685,13.79,852.0,0.0496,4.7,14.21544580709314,830.5649623727313,2.8
10687,16.0,1000.0,-0.0193,10.0,14.21544580709314,565.0,3.2
10688,13.79,1967.0,0.0739,4.7,4.7,830.5649623727313,2.3
10689,18.0,2794.0,-0.1184,10.0,10.0,1650.0,2.2
10690,10.635065510058652,2700.0,0.0854,9.5,9.5,830.5649623727313,2.6
10692,13.79,678.0,-0.1488,7.7,14.21544580709314,457.0,4.3
10693,10.635065510058652,1233.0,0.0763,7.8,14.21544580709314,591.0,2.3
10695,10.635065510058652,4069.0,0.1536,11.5,11.5,1727.0,2.2
10696,15.51,2116.0,-0.0305,1.9,1.9,696.0,2.1
10698,6.89,5913.0,-0.0417,8.589305208096429,10.3,794.0,4.8
10700,13.79,929.0,-0.0202,7.7,7.7,457.0,3.0
10701,10.635065510058652,1354.0,0.0249,7.7,7.7,457.0,2.9
10703,13.79,1316.0,0.0247,5.7,5.7,830.5649623727313,2.3
10704,13.79,3038.0,0.0196,4.7,4.7,318.0,2.7
10706,10.635065510058652,3070.4877791356516,0.0892,8.5,24.6,1778.0,2.5
10707,6.86,4055.0,0.0601,10.8,14.21544580709314,864.0,3.6
10710,3.93,3865.0,0.1233,5.6,14.21544580709314,216.0,4.2
10711,10.34,4286.0,-0.0663,10.3,10.3,762.0,4.6
10712,13.79,4069.0,0.1004,4.6,4.6,295.0,2.2
10714,12.07,5181.0,0.0379,8.589305208096429,5.6,216.0,4.7
10715,13.79,5289.0,-0.1601,5.7,5.7,625.0,6.5
10717,0.2,1500.0,-0.0314,15.0,120.0,10.0,8.1
10718,18.0,3861.0,-0.1392,10.0,10.0,830.5649623727313,1.9
10719,13.79,1736.0,0.0305,7.8,14.21544580709314,591.0,2.0
10722,10.635065510058652,1926.0,0.0249,7.7,7.7,457.0,2.3
10726,13.79,3684.0,0.0124,5.6,15.2,830.5649623727313,3.0
10727,6.89,3825.0,-0.0008,12.8,12.8,1930.0,5.5
10728,13.79,3070.4877791356516,0.0226,7.7,7.7,457.0,2.3
10729,10.635065510058652,1349.0,-0.1349,8.589305208096429,11.1,830.5649623727313,1.6
10730,6.89,3052.0,0.0088,4.6,11.3,1778.0,1.9
10731,13.79,3458.0,0.0758,4.7,14.21544580709314,318.0,1.8
10732,18.0,3070.4877791356516,0.0344,10.0,10.0,1650.0,1.7
10733,0.1,1000.0,-0.0929,15.0,14.21544580709314,10.0,4.4
10734,10.635065510058652,5289.0,0.0241,8.589305208096429,37.5,1953.0,2.3
10736,10.34,3070.4877791356516,-0.0408,8.589305208096429,10.3,762.0,6.4
10737,7.03,4069.0,0.0003,10.8,10.8,830.5649623727313,4.3
10738,13.79,2061.0,0.0593,7.8,7.8,591.0,4.2
10740,13.79,739.0,-0.034,7.7,7.7,457.0,4.0
10741,3.45,7554.0,-0.0195,10.3,14.21544580709314,762.0,5.0
10742,13.79,2021.0,0.0287,11.1,11.1,830.5649623727313,3.3
10743,13.79,7500.0,0.0335,11.1,11.1,457.0,4.5
10745,9.68,3070.4877791356516,0.0423,8.589305208096429,15.9,914.0,2.6
10748,10.635065510058652,1000.0,-0.0472,10.0,10.0,565.0,2.2
10751,8.89,4069.0,0.0142,11.5,14.21544580709314,1524.0,2.5
10752,6.89,5696.0,-0.0274,10.3,10.3,830.5649623727313,4.8
10754,7.03,4059.0,0.0636,10.8,10.8,830.5649623727313,3.8
10755,6.89,2034.0,-0.0015,10.8,10.8,432.0,4.2
10758,13.79,3070.4877791356516,-0.1965,11.1,11.1,457.0,4.8
10759,13.79,1655.0,-0.1377,7.7,7.7,457.0,4.6
10760,13.79,1221.0,0.1275,7.8,7.8,591.0,2.2
10761,13.79,2116.0,0.0336,8.589305208096429,7.8,591.0,2.5
10762,6.89,833.0,0.0108,12.7,38.1,737.0,3.3
10764,13.79,1031.0,0.0145,7.7,7.7,457.0,2.7
10765,10.635065510058652,750.0,0.0385,10.0,10.0,1650.0,0.9
10766,6.86,4069.0,0.0809,10.8,10.8,432.0,3.9
10769,10.34,5696.0,-0.1428,8.589305208096429,10.3,762.0,4.9
10771,13.79,2798.0,0.0753,4.7,4.7,305.0,1.7
10772,13.79,5696.0,-0.4505,4.7,14.21544580709314,318.0,4.9
10775,6.93,3757.0,0.0087,10.3,10.3,762.0,3.8
10777,13.79,1641.0,0.0789,4.7,4.7,830.5649623727313,2.2
10779,14.0,4028.0,-0.0297,10.0,10.0,830.5649623727313,3.5
10781,6.89,7514.0,-0.0246,8.589305208096429,23.6,1972.0,6.6
10785,13.79,3052.0,0.0905,8.589305208096429,7.8,591.0,1.8
10786,15.17,3070.4877791356516,0.1515,9.5,9.5,830.5649623727313,2.2
10790,0.2,1000.0,0.0028,8.589305208096429,120.0,830.5649623727313,4.5
10791,13.79,1465.0,-0.0573,7.7,7.7,457.0,5.9
10793,6.89,5778.0,-0.1438,10.3,10.3,762.0,5.9
10794,13.79,3119.0,-0.0515,1.9,1.9,152.0,2.3
10795,18.96,1872.0,-0.1331,1.9,1.9,152.0,3.0
10799,10.635065510058652,678.0,-0.0156,11.1,11.1,457.0,0.9
10801,6.89,7269.0,-0.0032,12.8,12.8,830.5649623727313,5.2
10802,6.89,4042.0,0.0675,12.8,12.8,1930.0,2.9
10803,13.79,3070.4877791356516,0.0226,7.7,14.21544580709314,457.0,2.2
10805,13.79,6388.0,-0.0431,4.7,4.7,318.0,5.9
10806,7.03,4055.0,0.0424,10.8,10.8,864.0,3.4
10807,13.79,3580.0,0.0833,4.7,4.7,318.0,2.6
10810,13.79,694.0,-0.2599,8.589305208096429,7.7,457.0,13.3
10812,10.34,3070.4877791356516,-0.1486,10.3,10.3,762.0,4.3
10813,10.635065510058652,5384.0,0.0533,8.589305208096429,4.7,318.0,3.4
10815,6.85,5615.0,0.0381,6.4,15.9,914.0,3.9
10816,13.79,3784.0,-0.3476,8.589305208096429,4.7,318.0,3.7
10818,10.635065510058652,1519.0,0.0196,12.8,12.8,1930.0,3.4
10819,6.89,5561.0,-0.0218,12.7,38.1,914.0,9.3
10820,6.89,3445.0,0.1077,10.8,10.8,864.0,2.0
10824,17.24,2984.0,-0.072,1.9,1.9,152.0,4.8
10825,13.79,3404.0,0.0376,8.589305208096429,4.7,830.5649623727313,2.5
10827,10.635065510058652,833.0,0.0642,8.589305208096429,38.1,737.0,3.8
10829,13.79,6212.0,-0.0595,4.7,4.7,830.5649623727313,6.8
10830,13.79,2143.0,0.0985,7.8,7.8,591.0,2.7
10831,1.01,1000.0,-0.0466,15.0,120.0,10.0,5.0
10833,18.27,842.0,-0.1209,3.0,3.0,150.0,6.6
10837,8.27,1519.0,0.0145,12.7,42.3,1778.0,3.3
10838,11.03,3070.4877791356516,0.0824,8.589305208096429,15.2,2134.0,1.5
10840,3.9,1339.0,0.1294,5.6,5.6,432.0,4.7
10841,3.45,5249.0,-0.0595,5.7,14.21544580709314,625.0,8.4
10842,13.79,3070.4877791356516,-0.0098,8.589305208096429,7.7,457.0,5.1
10843,6.89,2645.0,-0.0833,3.6,3.6,76.0,5.9
10844,10.635065510058652,1358.0,0.1775,5.6,15.2,2134.0,1.9
10845,10.635065510058652,5221.0,-0.0054,10.3,10.3,796.0,5.4
10849,2.14,6781.0,-0.0415,1.1,1.1,114.0,5.8
10850,11.07,2712.0,0.0611,5.6,5.6,2134.0,1.0
10852,13.79,705.0,-0.3469,7.7,7.7,457.0,3.8
10853,13.79,6157.0,-0.4477,4.7,4.7,318.0,6.6
10854,13.79,1336.0,0.0484,8.589305208096429,7.7,457.0,1.5
10855,6.89,6144.0,-0.0684,10.3,10.3,830.5649623727313,6.9
10856,10.635065510058652,1519.0,0.0384,12.7,42.3,830.5649623727313,2.5
10857,10.635065510058652,5289.0,0.0613,10.3,10.3,794.0,2.8
10858,6.89,1492.0,0.0049,3.6,3.6,76.0,3.7
10861,6.86,2034.0,0.1977,10.8,10.8,830.5649623727313,4.3
10863,4.13,2278.0,0.0886,12.7,14.21544580709314,1778.0,12.9
10864,6.79,4001.0,0.0128,10.8,10.8,432.0,4.3
10865,13.79,1326.0,0.0334,8.589305208096429,14.21544580709314,830.5649623727313,2.5
10867,13.79,1953.0,0.0253,11.1,11.1,457.0,1.6
10868,4.13,3811.0,-0.0408,8.589305208096429,15.9,914.0,6.5
10870,6.89,1000.0,-0.0058,8.589305208096429,15.9,914.0,3.1
10871,4.16,1519.0,0.0032,12.7,42.3,1778.0,3.7
10873,13.79,2184.0,0.033,7.8,7.8,591.0,2.0
10876,6.89,673.0,0.1016,12.7,14.21544580709314,1778.0,3.1
10880,10.635065510058652,3070.4877791356516,0.0702,12.7,38.1,830.5649623727313,2.0
10881,6.79,3070.4877791356516,0.0005,10.8,10.8,432.0,4.7
10882,13.79,1316.0,-0.2247,5.7,5.7,625.0,2.6
10884,12.0,1000.0,0.0069,8.589305208096429,10.0,10.0,6.5
10885,6.86,3070.4877791356516,-0.0237,8.589305208096429,10.8,432.0,4.9
10888,13.79,2007.0,0.0145,7.7,7.7,457.0,3.3
10889,0.51,1000.0,-0.0331,15.0,120.0,10.0,4.0
10891,12.0,4986.0,-0.0404,15.0,14.21544580709314,1000.0,2.7
10893,7.26,2590.0,0.0406,8.589305208096429,4.6,229.0,4.7
10897,13.79,1332.0,0.1748,5.0,13.3,2134.0,1.8
10898,13.79,5533.0,0.0351,8.589305208096429,4.7,318.0,2.5
10899,10.635065510058652,3673.0,0.1467,5.6,15.2,2134.0,1.8
10900,10.635065510058652,2048.0,-0.2295,1.9,1.9,152.0,4.6
10901,13.79,2306.0,-0.4486,1.9,1.9,152.0,9.7
10902,13.79,6239.0,-0.1347,7.7,7.7,457.0,5.0
10903,13.79,3770.0,-0.137,4.7,4.7,318.0,4.2
10904,13.79,1736.0,-0.0071,7.7,7.7,830.5649623727313,10.4
10907,11.03,1356.0,0.1086,5.6,14.21544580709314,2134.0,1.5
10908,11.03,2042.0,0.151,9.5,9.5,1836.0,2.9
10910,6.86,1858.0,0.0005,10.8,10.8,216.0,5.9
10911,4.13,1519.0,0.0052,12.7,42.3,1778.0,4.3
10912,6.93,4055.0,0.1282,10.8,10.8,830.5649623727313,6.6
10913,13.79,2333.0,0.0827,4.7,4.7,305.0,2.9
10914,10.0,1000.0,-0.0187,10.0,10.0,565.0,4.8
10915,10.45,1383.0,0.1874,4.6,14.21544580709314,229.0,4.4
10916,13.79,3070.4877791356516,0.1696,5.6,15.2,2134.0,2.9
10917,13.79,1351.0,-0.0585,7.7,7.7,457.0,3.6
10918,13.79,1587.0,0.0128,7.8,7.8,591.0,2.5
10921,8.27,6388.0,0.0643,8.589305208096429,13.3,2134.0,5.1
10922,10.635065510058652,5967.0,-0.1225,10.3,10.3,762.0,4.2
10923,15.51,1355.0,0.1015,5.6,14.21544580709314,2134.0,2.2
10924,10.34,5642.0,-0.1227,10.3,10.3,762.0,5.5
10925,3.45,7893.0,0.0709,10.3,10.3,762.0,2.7
10926,13.79,739.0,-0.3491,7.7,7.7,457.0,5.1
10927,6.9,4150.0,-0.0492,10.8,10.8,864.0,7.0
10929,6.89,4069.0,0.1284,5.6,5.6,830.5649623727313,2.4
10930,13.79,4964.0,-0.0203,4.7,14.21544580709314,318.0,4.5
10932,9.65,3070.4877791356516,0.0448,12.7,42.3,1778.0,2.9
10933,6.86,1899.0,0.0231,8.589305208096429,14.21544580709314,432.0,3.8
10934,12.38,542.0,0.0484,19.8,19.8,457.0,2.8
10935,6.89,1967.0,0.0383,12.8,12.8,1930.0,1.5
10939,12.0,1000.0,-0.03,10.0,10.0,565.0,1.6
10940,3.9,3838.0,0.0043,10.8,10.8,432.0,2.6
10941,4.13,1505.0,0.1212,12.7,14.21544580709314,1778.0,3.2
10942,13.79,666.0,-0.1806,8.589305208096429,7.7,457.0,3.6
10943,13.79,3070.4877791356516,0.0948,7.7,7.7,457.0,1.9
10946,10.635065510058652,1354.0,-0.0142,5.6,5.6,2134.0,1.5
10947,13.79,2129.0,0.0374,7.8,7.8,591.0,2.7
10948,10.34,5845.0,-0.0483,10.3,10.3,762.0,5.9
10949,15.51,1345.0,-0.0135,5.6,15.2,2134.0,3.4
10952,13.79,903.0,-0.1212,4.7,4.7,318.0,2.5
10953,9.65,2292.0,0.1007,12.7,42.3,1778.0,3.8
10954,18.0,4028.0,-0.0929,10.0,10.0,1650.0,2.5
10956,3.9,4055.0,0.0003,10.8,10.8,864.0,4.0
10957,10.635065510058652,3933.0,-0.0497,8.589305208096429,10.3,794.0,7.3
10958,10.635065510058652,1000.0,-0.0385,15.0,120.0,10.0,3.8
10959,10.635065510058652,852.0,0.0648,4.7,4.7,318.0,2.3
10961,6.89,5466.0,-0.0833,8.589305208096429,37.5,1953.0,2.5
10962,6.83,4062.0,0.0637,10.8,10.8,1727.0,4.2
10969,6.79,4123.0,-0.0479,10.8,10.8,432.0,3.4
10971,18.27,852.0,-0.1124,3.0,3.0,35.0,2.8
10972,6.8,4069.0,-0.0257,10.8,10.8,864.0,5.0
10973,6.93,3784.0,-0.0927,10.8,10.8,216.0,4.8
10975,6.89,5547.0,0.0022,8.589305208096429,38.1,914.0,3.1
10976,13.79,1383.0,-0.0991,8.589305208096429,7.7,830.5649623727313,3.0
10977,10.635065510058652,3070.4877791356516,0.0297,12.7,42.3,1778.0,2.6
10980,8.27,3070.4877791356516,0.1293,5.6,15.2,2134.0,1.1
10981,6.89,5371.0,-0.0369,8.589305208096429,10.3,794.0,5.8
10983,10.635065510058652,7893.0,0.0091,10.3,10.3,830.5649623727313,4.8
10984,20.0,1682.0,-0.0868,8.589305208096429,14.21544580709314,830.5649623727313,3.2
10986,13.79,4964.0,-0.0997,4.7,4.7,318.0,5.0
10987,10.34,2760.0,-0.0202,10.3,10.3,762.0,4.9
10989,0.1,524.0,-0.0434,15.0,120.0,10.0,4.0
10990,10.0,3070.4877791356516,-0.0465,10.0,10.0,660.0,3.6
10991,13.79,3070.4877791356516,-0.0195,5.7,14.21544580709314,625.0,5.2
10992,6.86,3070.4877791356516,0.0854,10.8,10.8,864.0,3.8
10994,15.51,2211.0,-0.0252,8.589305208096429,1.9,152.0,3.5
10995,11.03,679.0,-0.0185,8.589305208096429,13.3,2134.0,2.1
10996,6.86,3070.4877791356516,0.0036,10.8,10.8,830.5649623727313,2.6
10999,6.83,4069.0,0.0128,10.8,10.8,830.5649623727313,3.0
11001,6.89,1899.0,-0.0379,8.589305208096429,14.21544580709314,830.5649623727313,3.6
11003,15.51,3635.0,-0.0395,5.6,15.2,2134.0,2.2
11004,0.1,2717.0,-0.0098,5.0,15.0,2134.0,2.1
11005,10.635065510058652,3070.4877791356516,-0.0198,7.7,7.7,457.0,2.1
11008,6.92,381.0,0.0196,22.2,14.21544580709314,1778.0,3.6
11010,0.2,3070.4877791356516,-0.0093,8.589305208096429,120.0,10.0,4.8
11011,10.635065510058652,4842.0,-0.1171,10.3,14.21544580709314,762.0,5.5
11012,13.79,2034.0,0.0238,7.7,7.7,457.0,2.5
11013,13.79,963.0,-0.1702,7.7,7.7,457.0,3.3
11014,10.96,4069.0,0.0849,11.5,11.5,1524.0,2.8
11015,9.68,2292.0,0.0479,12.7,42.3,830.5649623727313,3.4
11016,6.87,4056.0,0.0088,4.6,14.21544580709314,1778.0,4.2
11018,6.89,6998.0,-0.0651,10.3,10.3,794.0,6.2
11021,6.91,5533.0,0.0161,12.7,38.1,914.0,4.5
11022,6.96,381.0,0.0383,8.589305208096429,15.9,2134.0,4.2
11024,15.51,3677.0,-0.0135,8.589305208096429,15.2,2134.0,3.1
11025,13.79,913.0,0.0145,7.7,7.7,457.0,2.7
11026,6.89,6117.0,-0.0614,10.3,10.3,830.5649623727313,6.0
11027,15.51,3070.4877791356516,0.0372,5.6,15.2,2134.0,2.3
11028,13.79,3933.0,-0.0975,1.9,1.9,152.0,6.8
11029,6.89,2319.0,0.0335,12.7,38.1,914.0,2.6
11030,0.1,336.0,-0.0929,5.0,13.3,830.5649623727313,1.3
11033,7.0,1316.0,-0.0416,3.6,3.6,76.0,3.5
11035,18.96,2034.0,-0.2049,8.589305208096429,14.21544580709314,152.0,4.1
11036,10.0,1944.0,-0.0416,10.0,10.0,400.0,5.8
11037,15.51,1355.0,0.1439,8.589305208096429,15.2,2134.0,2.2
11038,6.89,4001.0,0.08,10.8,14.21544580709314,432.0,2.2
11040,13.79,3458.0,-0.0105,4.7,4.7,318.0,6.0
11042,17.24,2889.0,-0.0669,8.589305208096429,1.9,696.0,2.0
11043,9.65,5588.0,0.1533,8.589305208096429,14.21544580709314,914.0,1.8
11044,13.79,1383.0,-0.1762,7.7,7.7,457.0,8.4
11047,9.65,3070.4877791356516,0.0065,6.4,15.9,914.0,2.9
11049,10.635065510058652,1383.0,0.1113,7.7,7.7,830.5649623727313,1.9
11052,6.89,6279.0,-0.0427,10.3,10.3,794.0,4.5
11053,13.79,2604.0,0.0243,8.589305208096429,10.8,864.0,14.7
11054,13.79,3070.4877791356516,0.07,7.7,14.21544580709314,457.0,2.9
11055,16.0,1000.0,0.1344,10.0,14.21544580709314,565.0,2.0
11057,6.89,1912.0,0.084,12.8,12.8,1930.0,2.5
11058,11.0,3391.0,0.0613,11.5,11.5,914.0,2.5
11059,6.89,5479.0,-0.1989,23.5,23.5,610.0,6.7
11060,10.635065510058652,3648.0,0.0758,4.7,4.7,830.5649623727313,3.6
11063,17.24,3070.4877791356516,-0.0092,8.589305208096429,1.9,830.5649623727313,4.7
11066,10.635065510058652,2034.0,0.0557,9.3,14.21544580709314,1524.0,2.5
11071,10.34,7880.0,-0.0927,10.3,10.3,762.0,4.3
11072,10.635065510058652,1354.0,0.1136,23.6,23.6,610.0,3.8
11075,10.635065510058652,1354.0,-0.1162,5.6,14.21544580709314,2134.0,2.1
11079,17.24,3499.0,-0.0331,1.9,1.9,152.0,3.7
11080,13.79,3070.4877791356516,-0.0417,7.7,14.21544580709314,830.5649623727313,3.7
11081,13.79,932.0,-0.1702,7.7,7.7,457.0,13.3
11082,6.89,1926.0,0.1214,8.589305208096429,23.6,1972.0,2.0
11083,13.79,6198.0,-0.0367,8.589305208096429,4.7,318.0,6.7
11084,8.27,3070.4877791356516,0.0406,9.5,14.21544580709314,1836.0,2.5
11085,6.89,2740.0,0.1891,8.5,22.3,2740.0,2.2
11086,6.83,1017.0,-0.1054,10.8,10.8,216.0,5.4
11087,10.34,4828.0,-0.1218,10.3,10.3,762.0,6.6
11088,13.79,925.0,-0.1303,8.589305208096429,7.7,830.5649623727313,2.3
11089,13.79,1345.0,-0.0142,5.0,13.3,2134.0,2.3
11090,10.635065510058652,1899.0,0.0111,10.8,10.8,432.0,3.6
11091,13.79,3635.0,0.072,4.6,14.21544580709314,295.0,2.5
11092,13.79,2794.0,-0.0349,8.589305208096429,4.7,830.5649623727313,4.5
11094,6.89,5574.0,-0.3476,4.7,4.7,318.0,6.9
11095,10.635065510058652,5249.0,-0.3491,5.7,14.21544580709314,625.0,7.8
11096,11.07,3070.4877791356516,0.0551,10.3,10.3,830.5649623727313,2.7
11097,6.85,2292.0,0.0476,12.7,42.3,2743.0,2.1
11099,8.27,2726.0,0.1119,8.589305208096429,15.2,2134.0,2.1
11100,6.89,3070.4877791356516,0.099,4.6,14.21544580709314,1727.0,2.6
